epoch,accuracy,loss,val_accuracy,val_loss
0,0.04672897234559059,0.6846807599067688,0.018691588193178177,0.6760267615318298
1,0.058411214500665665,0.667670726776123,0.018691588193178177,0.6568061113357544
2,0.058411214500665665,0.6454675793647766,0.018691588193178177,0.6304115056991577
3,0.05140186846256256,0.6153506636619568,0.04672897234559059,0.5951772928237915
4,0.11214952915906906,0.5766094923019409,0.1682243049144745,0.5512923002243042
5,0.14018692076206207,0.530110239982605,0.1682243049144745,0.5012503862380981
6,0.14485980570316315,0.4792849123477936,0.1682243049144745,0.4495012164115906
7,0.14485980570316315,0.42899036407470703,0.1682243049144745,0.40090784430503845
8,0.14485980570316315,0.38329994678497314,0.1682243049144745,0.3589208126068115
9,0.14485980570316315,0.3460213243961334,0.1682243049144745,0.3257468342781067
10,0.14485980570316315,0.3164405822753906,0.1682243049144745,0.30090218782424927
11,0.14485980570316315,0.29473552107810974,0.1682243049144745,0.2829919755458832
12,0.14485980570316315,0.2788683772087097,0.1682243049144745,0.27079638838768005
13,0.14485980570316315,0.26867440342903137,0.1682243049144745,0.26218360662460327
14,0.14485980570316315,0.2610253393650055,0.1682243049144745,0.2560262978076935
15,0.14485980570316315,0.2562718391418457,0.1682243049144745,0.251938134431839
16,0.14485980570316315,0.2520538568496704,0.1682243049144745,0.24892739951610565
17,0.14485980570316315,0.2500145137310028,0.1682243049144745,0.2465534806251526
18,0.14485980570316315,0.2479245662689209,0.1682243049144745,0.24470865726470947
19,0.14485980570316315,0.24505791068077087,0.1682243049144745,0.24330590665340424
0,0.009345794096589088,0.6902360320091248,0.0,0.6848190426826477
1,0.016355140134692192,0.6797674894332886,0.009345794096589088,0.6743247509002686
2,0.018691588193178177,0.6686520576477051,0.009345794096589088,0.6619486808776855
3,0.037383176386356354,0.6553061604499817,0.009345794096589088,0.6464818716049194
4,0.058411214500665665,0.6381358504295349,0.10280373692512512,0.6272007822990417
5,0.0677570104598999,0.617046058177948,0.1682243049144745,0.6038559675216675
6,0.10981308668851852,0.5916749238967896,0.1682243049144745,0.5766857862472534
7,0.09112149477005005,0.5631500482559204,0.1682243049144745,0.5467469692230225
8,0.128504678606987,0.5354502201080322,0.1682243049144745,0.5154767036437988
9,0.14018692076206207,0.5024598836898804,0.1682243049144745,0.4837527275085449
10,0.14018692076206207,0.4704301059246063,0.1682243049144745,0.4525638520717621
11,0.1425233632326126,0.4420223832130432,0.1682243049144745,0.4234372079372406
12,0.1425233632326126,0.41621702909469604,0.1682243049144745,0.39657482504844666
13,0.1425233632326126,0.38764241337776184,0.1682243049144745,0.3727185130119324
14,0.14485980570316315,0.3681395649909973,0.1682243049144745,0.35176941752433777
15,0.14485980570316315,0.3481691777706146,0.1682243049144745,0.3337726294994354
16,0.14485980570316315,0.3309673070907593,0.1682243049144745,0.3183288276195526
17,0.14485980570316315,0.3199585974216461,0.1682243049144745,0.30550819635391235
18,0.14485980570316315,0.3078879714012146,0.1682243049144745,0.29489073157310486
19,0.14485980570316315,0.298389732837677,0.1682243049144745,0.28605273365974426
0,0.07710280269384384,0.6833473443984985,0.1682243049144745,0.6693384647369385
1,0.12616822123527527,0.6571031212806702,0.1682243049144745,0.6383635401725769
2,0.128504678606987,0.6211355328559875,0.1682243049144745,0.5959381461143494
3,0.14485980570316315,0.573432445526123,0.1682243049144745,0.5408554673194885
4,0.14485980570316315,0.5146372318267822,0.1682243049144745,0.47769781947135925
5,0.14485980570316315,0.4533681571483612,0.1682243049144745,0.4145946204662323
6,0.14485980570316315,0.3949773907661438,0.1682243049144745,0.3600202798843384
7,0.14485980570316315,0.3459851145744324,0.1682243049144745,0.31798112392425537
8,0.14485980570316315,0.31223663687705994,0.1682243049144745,0.2892695367336273
9,0.14485980570316315,0.2885107398033142,0.1682243049144745,0.2708973288536072
10,0.14485980570316315,0.2721911370754242,0.1682243049144745,0.25970855355262756
11,0.14485980570316315,0.26295068860054016,0.1682243049144745,0.2529105544090271
12,0.14485980570316315,0.25675976276397705,0.1682243049144745,0.24840064346790314
13,0.14485980570316315,0.25233832001686096,0.1682243049144745,0.24559621512889862
14,0.14485980570316315,0.249754399061203,0.1682243049144745,0.2437310665845871
15,0.14485980570316315,0.24753279983997345,0.1682243049144745,0.24243324995040894
16,0.14485980570316315,0.24568499624729156,0.1682243049144745,0.24143430590629578
17,0.14485980570316315,0.2460389882326126,0.1682243049144745,0.2406078577041626
18,0.14485980570316315,0.24420925974845886,0.1682243049144745,0.24008142948150635
19,0.14485980570316315,0.24178604781627655,0.1682243049144745,0.23957161605358124
0,0.07710280269384384,0.68857342004776,0.028037382289767265,0.6825829148292542
1,0.08644859492778778,0.6778055429458618,0.009345794096589088,0.6715481281280518
2,0.06308411061763763,0.6655943393707275,0.009345794096589088,0.658401608467102
3,0.05140186846256256,0.652587890625,0.009345794096589088,0.6426750421524048
4,0.037383176386356354,0.6336341500282288,0.009345794096589088,0.6235281229019165
5,0.05607476457953453,0.6143218278884888,0.009345794096589088,0.6009248495101929
6,0.0607476644217968,0.5919283032417297,0.05607476457953453,0.5753854513168335
7,0.10280373692512512,0.5653038620948792,0.1682243049144745,0.5471316576004028
8,0.1214953288435936,0.5370718240737915,0.1682243049144745,0.5172341465950012
9,0.11214952915906906,0.5101379156112671,0.1682243049144745,0.4867613911628723
10,0.1355140209197998,0.48352664709091187,0.1682243049144745,0.4567790627479553
11,0.14485980570316315,0.45004937052726746,0.1682243049144745,0.42790916562080383
12,0.14018692076206207,0.4227900505065918,0.1682243049144745,0.401120126247406
13,0.14018692076206207,0.3961203098297119,0.1682243049144745,0.3769676089286804
14,0.14719626307487488,0.37850213050842285,0.1682243049144745,0.3554360270500183
15,0.14485980570316315,0.3560146391391754,0.1682243049144745,0.33669862151145935
16,0.14485980570316315,0.33788734674453735,0.1682243049144745,0.320776104927063
17,0.14485980570316315,0.3272250294685364,0.1682243049144745,0.30755484104156494
18,0.1425233632326126,0.31790027022361755,0.1682243049144745,0.2963511049747467
19,0.14485980570316315,0.3048354387283325,0.1682243049144745,0.28714519739151
0,0.1144859790802002,0.6838527321815491,0.1682243049144745,0.6733285188674927
1,0.14719626307487488,0.6627906560897827,0.1682243049144745,0.6501004099845886
2,0.14018692076206207,0.6353363990783691,0.1682243049144745,0.6191791296005249
3,0.14719626307487488,0.6000759601593018,0.1682243049144745,0.5794792771339417
4,0.14485980570316315,0.5555778741836548,0.1682243049144745,0.5324438810348511
5,0.14485980570316315,0.5051352977752686,0.1682243049144745,0.4810360372066498
6,0.14485980570316315,0.4541935920715332,0.1682243049144745,0.43013834953308105
7,0.14485980570316315,0.4045904874801636,0.1682243049144745,0.3847444951534271
8,0.14485980570316315,0.3616211712360382,0.1682243049144745,0.3470432460308075
9,0.14485980570316315,0.3278407156467438,0.1682243049144745,0.3180840015411377
10,0.14485980570316315,0.30281612277030945,0.1682243049144745,0.2968579828739166
11,0.14485980570316315,0.28559619188308716,0.1682243049144745,0.2816760540008545
12,0.14485980570316315,0.27319926023483276,0.1682243049144745,0.2711637318134308
13,0.14485980570316315,0.2644650340080261,0.1682243049144745,0.2636493444442749
14,0.14485980570316315,0.25826379656791687,0.1682243049144745,0.2581498920917511
15,0.14485980570316315,0.25552284717559814,0.1682243049144745,0.25428131222724915
16,0.14485980570316315,0.2517120838165283,0.1682243049144745,0.25129157304763794
17,0.14485980570316315,0.24928611516952515,0.1682243049144745,0.24899086356163025
18,0.14485980570316315,0.24739256501197815,0.1682243049144745,0.24717041850090027
19,0.14485980570316315,0.24573251605033875,0.1682243049144745,0.24600593745708466
0,0.03971962630748749,0.682174026966095,0.14018692076206207,0.6681497097015381
1,0.13084112107753754,0.6537348628044128,0.1682243049144745,0.6366071701049805
2,0.14485980570316315,0.6164371371269226,0.1682243049144745,0.5929965972900391
